# tracer: nop
#
# entries-in-buffer/entries-written: 12870/71285   #P:2
#
#                                _-----=> irqs-off
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| /     delay
#           TASK-PID     CPU#  ||||   TIMESTAMP  FUNCTION
#              | |         |   ||||      |         |
          <idle>-0       [001] ..s. 214946.288314: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c587f snd_una=0xe98c587f snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1358 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214946.292445: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c58a3 snd_una=0xe98c587f snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1358 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214946.419361: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c58a3 snd_una=0xe98c58a3 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1361 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214946.422997: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c58c7 snd_una=0xe98c58a3 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1361 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214946.599871: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c58c7 snd_una=0xe98c58c7 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1346 rcv_wnd=62687 sock_cookie=71
            sshd-23410   [001] ..s. 214946.603059: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c58eb snd_una=0xe98c58c7 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1346 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214946.808142: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c58eb snd_una=0xe98c58eb snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1333 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214946.812012: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c590f snd_una=0xe98c58eb snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1333 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214947.123081: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c590f snd_una=0xe98c590f snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1360 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214947.126634: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=0 snd_nxt=0xe98c5933 snd_una=0xe98c590f snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1360 rcv_wnd=62687 sock_cookie=71
          <idle>-0       [001] ..s. 214947.262292: tcp_probe: src=10.0.2.15:22 dest=10.0.2.2:36158 mark=0x0 data_len=36 snd_nxt=0xe98c5933 snd_una=0xe98c5933 snd_cwnd=10 ssthresh=2147483647 snd_wnd=65535 srtt=1349 rcv_wnd=62687 sock_cookie=71
